candidate_id,group_key
job_106_Mn_fe_-1.140_n4_generated_crystals_cif__gen_2,SM_Mn_005
job_106_Mn_fe_-1.140_n4_generated_crystals_cif__gen_3,SM_Mn_007
job_107_Co_fe_-1.032_n4_generated_crystals_cif__gen_0,SM_Co_001
job_107_Co_fe_-1.032_n4_generated_crystals_cif__gen_1,SM_Co_003
job_107_Co_fe_-1.032_n4_generated_crystals_cif__gen_2,SM_Co_004
job_108_Ni_fe_-1.123_n4_generated_crystals_cif__gen_0,SM_Ni_003
job_108_Ni_fe_-1.123_n4_generated_crystals_cif__gen_1,SM_Ni_002
job_108_Ni_fe_-1.123_n4_generated_crystals_cif__gen_2,SM_Ni_006
job_108_Ni_fe_-1.123_n4_generated_crystals_cif__gen_3,SM_Ni_014
job_109_Ti_fe_-0.845_n4_generated_crystals_cif__gen_0,SM_Ti_002
job_109_Ti_fe_-0.845_n4_generated_crystals_cif__gen_1,SM_Ti_014
job_109_Ti_fe_-0.845_n4_generated_crystals_cif__gen_2,SM_Ti_015
job_109_Ti_fe_-0.845_n4_generated_crystals_cif__gen_3,SM_Ti_003
job_111_Ni_fe_-0.951_n4_generated_crystals_cif__gen_0,SM_Ni_003
job_111_Ni_fe_-0.951_n4_generated_crystals_cif__gen_1,SM_Ni_001
job_111_Ni_fe_-0.951_n4_generated_crystals_cif__gen_3,SM_Ni_003
job_112_Cr_fe_-1.215_n4_generated_crystals_cif__gen_0,SM_Cr_003
job_112_Cr_fe_-1.215_n4_generated_crystals_cif__gen_1,SM_Cr_002
job_112_Cr_fe_-1.215_n4_generated_crystals_cif__gen_2,SM_Cr_004
job_112_Cr_fe_-1.215_n4_generated_crystals_cif__gen_3,SM_Cr_003
job_113_Mn_fe_-1.432_n4_generated_crystals_cif__gen_0,SM_Mn_018
job_113_Mn_fe_-1.432_n4_generated_crystals_cif__gen_1,SM_Mn_010
job_113_Mn_fe_-1.432_n4_generated_crystals_cif__gen_2,SM_Mn_013
job_114_Al_fe_-1.252_n4_generated_crystals_cif__gen_0,SM_Al_012
job_114_Al_fe_-1.252_n4_generated_crystals_cif__gen_1,SM_Al_004
job_114_Al_fe_-1.252_n4_generated_crystals_cif__gen_2,SM_Al_003
job_115_Al_fe_-1.173_n4_generated_crystals_cif__gen_0,SM_Al_013
job_115_Al_fe_-1.173_n4_generated_crystals_cif__gen_1,SM_Al_006
job_116_Ti_fe_-1.462_n4_generated_crystals_cif__gen_1,SM_Ti_016
job_116_Ti_fe_-1.462_n4_generated_crystals_cif__gen_2,SM_Ti_010
job_116_Ti_fe_-1.462_n4_generated_crystals_cif__gen_3,SM_Ti_002
job_117_Ti_fe_-0.811_n4_generated_crystals_cif__gen_0,SM_Ti_008
job_117_Ti_fe_-0.811_n4_generated_crystals_cif__gen_1,SM_Ti_002
job_117_Ti_fe_-0.811_n4_generated_crystals_cif__gen_2,SM_Ti_002
job_118_Mn_fe_-1.458_n4_generated_crystals_cif__gen_0,SM_Mn_003
job_118_Mn_fe_-1.458_n4_generated_crystals_cif__gen_1,SM_Mn_012
job_118_Mn_fe_-1.458_n4_generated_crystals_cif__gen_2,SM_Mn_004
